"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8NQAWKZU","conferencePaper","2012","Arias, Macarena; Herrera-Soto, María José","Caracterización del modo de vida, salud y dieta de las poblaciones de los cementerios Caserones-Tarapacá 40 y Cáñamo 3 (período Formativo, Región de Tarapacá)","Actas del XVIII Congreso Nacional de Arqueología Chilena","","","","https://www.researchgate.net/publication/326733901_CARACTERIZACION_DEL_MODO_DE_VIDA_SALUD_Y_DIETA_DE_LAS_POBLACIONES_DE_LOS_CEMENTERIOS_CASERONES-TARAPACA_40_Y_CANAMO_3_PERIODO_FORMATIVO_REGION_DE_TARAPACA","","2012","2021-04-02 19:04:49","2021-04-17 02:21:05","","","","","","","","","","","","","Sociedad Chilena de Arqueología","Valparaíso","","","","","","","","Norte Grande;Bioarqueología","","","","bioarqueología; dieta; modos  de  vida; Norte  Grande de Chile; periodo  Formativo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HH3U6NUP","journalArticle","2013","Arkush, Elizabeth; Tung, Tiffiny A.","Patterns of War in the Andes from the Archaic to the Late Horizon: Insights from Settlement Patterns and Cranial Trauma","Journal of Archaeological Research","","1573-7756","10.1007/s10814-013-9065-1","https://www.jstor.org/stable/42635586","Over the pre-Columbian sequence, Andean warfare ranged greatly in intensity. This review combines published information on cranial trauma and settlement patterns, which often align and clarify each other, to make an initial assessment of how severely Andean populations were affected by war over time and space. The data speak to a number of major topics in the archaeology of warfare, such as the origin of war, contrasts in state militarism, and changes in the practice of war related to social organization. Although there is considerable regional variation, two large-scale “waves” of escalated conflict that are clearly supported by the cranial trauma and settlement pattern data occurred in the Final Formative (late Early Horizon, 400 BC–AD 100) and the Late Intermediate period (AD 1000–1400).","2013-12-01","2021-04-02 19:04:49","2021-04-13 02:51:28","","307-369","","4","21","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","https://doi.org/10.1007/s10814-013-9065-1","trauma; warfare; Andes; patterns; settlement; skeletal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YQ5WP5R","book","1988","Bird, Junius B.","Excavaciones en el norte de Chile","","","","","https://www.scribd.com/doc/268875364/Bird-y-Rivera-Excavaciones-en-El-Norte-de-Chile-1943","","1988","2021-04-02 19:04:51","2021-04-06 02:09:01","","","","","","","","","","","","","Ediciones Universidad de Tarapacá","Arica","","","","","","","","Norte Grande,Norte Chico;Bioarqueología","","","","arica; azapa; cementerio los gentiles; coquimbo; diaguita; isla alacrán; la serena; playa miller; punta pichalo; quiani; taltal; excavaciones; cementerio playa de los gringos","","Rivera, Mario A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PRDWX29","journalArticle","2016","Bucchi, Ana; Püschel, Thomas A.; Manríquez, Germán","Modificación Intencional del Cráneo en San Pedro de Atacama y la Cuenca del Loa: Un Análisis Cuantitativo de su Rol como Marcador de Identidad Social","Revista Chilena de Antropología","","","10.5354/0719-1472.2017.45146","https://revistadeantropologia.uchile.cl/index.php/RCA/article/view/45146","","2016","2021-04-02 19:04:53","2021-08-10 15:42:08","","19-30","","34","","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología,Morfometría","","","","San Pedro de Atacama; identidad social; modificación intencional del cráneo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4FFVVMS4","book","2012","Campano, María Antonieta; Herrera-Soto, María José; Retamal, Rodrigo","Los Primeros Santiaguinos: 10.000 años de prehistoria visto a través de su funebria","","210.667","","","https://www.researchgate.net/publication/301302433_Los_Primeros_Santiaguinos_10000_anos_de_prehistoria_visto_a_traves_de_su_funebria","","2012","2021-04-02 19:04:53","2021-04-13 02:56:06","","","","","","","","","","","","","Consejo Nacional de la Cultura y las Artes","Santiago","","","","","","","","Centro;Bioarqueología","","","","funebria; prehistoria; primeros santiaguinos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDBX6SWV","thesis","2006","Catalán, Dánisa","Una aproximación a las expresiones simbólicas e ideológicas tarapaqueñas a partir del ritual funerario del Pica-8 y la Costa de Iquique (Período Intermedio Tardío)","","","","","","","2006","2021-04-02 19:04:54","2021-04-13 02:57:11","","","","","","","","","","","","","Memoria para optar al título profesional de Arqueóloga, Departamento de Antropología, Universidad de Chile","Santiago","","","","","","","","Norte Grande;Bioarqueología","","","","Tarapacá; Pica-8; período Intermedio Tardío; ritual funerario; Iquique; expresiones simbólicas e ideológicas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UEUJAMS","thesis","1995","Cocilovo, José A.","Biología de la Población Prehistórica de Pisagua. Cambio y Continuidad Biocultural en el Norte de Chile.","","","","","","","1995","2021-04-02 19:04:54","2021-04-11 20:38:39","","","","","","","","","","","","","Tesis Doctoral, Universidad nacional de Córdoba","Córdoba, Argentina","","","","","","","","Norte Grande;Bioarqueología","","","","Pisagua","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6RPDIAR","journalArticle","1990","Cocilovo, José A.; Rothhammer, Francisco","Paleopopulation biology of the Southern Andes: Craniofacial chronological and geographic differentiation","HOMO","","","","https://www.academia.edu/5033598/Paleopopulation_biology_of_the_southern_Andes_craniofacial_chronological_and_geographical_differentiation","","1990","2021-04-02 19:04:54","2021-04-13 02:57:34","","16-31","","1","41","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","craniofacial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LMG7NTS","journalArticle","1996","Cocilovo, José A.; Rothhammer, Francisco","El Valle de Azapa en el norte de Chile. Análisis de un modelo biocronológico para establecer la estructura de la población","Revista Argentina de Antropología Biológica","","","","https://revistas.unlp.edu.ar/raab/article/view/167","","1996","2021-04-02 19:04:54","2021-04-04 01:04:04","","232-245","","1","1","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","Azapa; modelo biocronológico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JN67L6VC","journalArticle","1999","Cocilovo, José A.; Rothhammer, Francisco","Microevolución morfológica y extinción del parentesco en asentamientos humanos prehistóricos del Valle de Azapa, Chile","Revista Chilena de Historia Natural","","","","http://rchn.biologiachile.cl/pdfs/1999/2/Cocilovo_&_Rothhammer_1999.pdf","","1999","2021-04-02 19:04:54","2021-05-16 15:05:37","","213-218","","","72","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología,Morfometría","","","http://rchn.biologiachile.cl/pdfs/1999/2/Cocilovo_&_Rothhammer_1999.pdf","valle de Azapa; microevolución morfológica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XV88LUWZ","book","1938","Dembo, Adolfo; Imbelloni, José","Deformaciones intencionales del cuerpo humano de carácter étnico.","","","","","","","1938","2021-04-02 19:04:56","2021-04-13 03:01:39","","","","","","","","","","","","","Humanior","Buenos Aires","","","","","","","","Norte Grande;Bioarqueología","","","","deformaciones intencionales del cuerpo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2BTUP6P","journalArticle","2015","Goldstein, Paul S.","Multiethnicity, pluralism, and migration in the south central Andes: An alternate path to state expansion","Proceedings of the National Academy of Sciences of the United States of America","","0027-8424","10.1073/pnas.1500487112","http://www.pnas.org/lookup/doi/10.1073/pnas.1500487112","The south central Andes is known as a region of enduring multiethnic diversity, yet it is also the cradle of one the South America's first successful expansive-state societies. Social structures that encouraged the maintenance of separate identities among coexistent ethnic groups may explain this apparent contradiction. Although the early expansion of the Tiwanaku state (A.D. 600-1000) is often interpreted according to a centralized model derived from Old World precedents, recent archaeological research suggests a reappraisal of the socio-political organization of Tiwanaku civilization, both for the diversity of social entities within its core region and for the multiple agencies behind its wider program of agropastoral colonization. Tiwanaku's sociopolitical pluralism in both its homeland and colonies tempers some of archaeology's global assumptions about the predominant role of centralized institutions in archaic states.","2015-07-28","2021-04-02 19:04:58","2021-04-13 03:10:04","","9202-9","","30","112","","","","","","","","","","eng","","","","","","","Norte Grande;Bioarqueología","","C:\Users\yo\Zotero\storage\NWKYNPDB\Goldstein - 2015 - Multiethnicity, pluralism, and migration in the so.pdf","","archaeology; South America; religion; bones; ethnic Groups; human migration; politics; social change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGUPURGX","thesis","2020","Menanteau, Paula","Deformación craneana intencional y sus efectos posturales en los modos de vida de poblaciones prehispánicas del Norte Grande de Chile (900 AC-1450 DC)","","","","","http://repositorio.uchile.cl/handle/2250/179577","","2020","2021-04-02 19:05:04","2021-05-16 15:17:55","","","146","","","","","","","","","","Memoria para optar al Título Profesional de Antropóloga Física, Universidad de Chile","Santiago","","","","","","","","Norte Grande;Bioarqueología,Morfometría","","","","Norte Grande de Chile; deformación craneana intencional; antropología del cuerpo; artropatía; modificación corporal; postura corporal; unión craneocervical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZB4YUFH","journalArticle","1965","Munizaga, Juan R.","Espongio Hiperostosis (Hamperl y Weiss) u Osteoporosis Simétrica (Hrdlicka). Diagnóstico-Epidemiología-Antigüedad","Antropología, Universidad de Chile","","","","https://www.scribd.com/doc/268292505/espongio-hiperostosis-u-oesteoporosis-simetrica-pdf","","1965","2021-04-02 19:05:04","2021-08-10 04:02:07","","31-63","","3","3","","","","","","","","","","","","","","","","","Sin región;Osteología,Bioarqueología","","","","paleopatología","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MXRU2RUG","journalArticle","1974","Munizaga, Juan R.","Paleopatología chilena (Informe preliminar)","Antropología (Nueva Epoca)","","","","","","1974","2021-04-02 19:05:04","2021-08-10 04:02:05","","35-39","","","1","","","","","","","","","","","","","","","","","Sin región;Bioarqueología,Osteología","","","","paleopatología chilena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZR7XYIW","journalArticle","1986","Munizaga, Juan R.","El Arcaico en Chile","Chungara","","","","http://www.chungara.cl/Vols/1986/Vol16-17/El_arcaico_en_Chile.pdf","","1986","2021-04-02 19:05:04","2021-08-10 04:02:03","","107-113","","","16-17","","","","","","","","","","","","","","","","","Norte Grande,Norte Chico,Extremo Sur,Centro;Bioarqueología","","","","Arcaico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7TDZTKS","journalArticle","1987","Munizaga, Juan R.","Deformación Craneana Intencional en América","Revista Chilena de Antropología","","","10.5354/0719-1472.2011.17628","https://revistadeantropologia.uchile.cl/index.php/RCA/article/view/17628","","1987","2021-04-02 19:05:04","2021-08-10 04:02:01","","113-147","","","6","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","deformación craneana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7PZBP9P7","journalArticle","2020","Nakatsuka, Nathan; Lazaridis, Iosif; Barbieri, Chiara; Skoglund, Pontus; Rohland, Nadin; Mallick, Swapan; Posth, Cosimo; Harkins-Kinkaid, Kelly; Ferry, Matthew; Harney, Éadaoin; Michel, Megan; Stewardson, Kristin; Novak-Forst, Jannine; Capriles, José M.; Alfonso-Durruty, Marta P.; Álvarez, Karina Aranda; Beresford-Jones, David; Burger, Richard L.; Cadwallader, Lauren; Fujita, Ricardo; Isla, Johny; Lau, George; Aguirre, Carlos Lémuz; LeBlanc, Steven; Maldonado, Sergio Calla; Meddens, Frank; Messineo, Pablo G.; Culleton, Brendan J.; Harper, Thomas K.; Quilter, Jeffrey; Politis, Gustavo G.; Rademaker, Kurt; Reindel, Markus; Rivera, Mario; Salazar, Lucy; Sandoval, José R.; Santoro, Calogero M.; Scheifler, Nahuel A.; Standen, Vivien G.; Barreto, Maria Ines; Espinoza, Isabel Flores; Tomasto-Cagigao, Elsa; Valverde, Guido; Kennett, Douglas J.; Cooper, Alan; Krause, Johannes; Haak, Wolfgang; Llamas, Bastien; Reich, David; Fehren-Schmitz, Lars","A Paleogenomic Reconstruction of the Deep Population History of the Andes","Cell","","0092-8674","https://doi.org/10.1016/j.cell.2020.04.015","https://www.sciencedirect.com/science/article/pii/S0092867420304773","Summary There are many unanswered questions about the population history of the Central and South Central Andes, particularly regarding the impact of large-scale societies, such as the Moche, Wari, Tiwanaku, and Inca. We assembled genome-wide data on 89 individuals dating from ∼9,000-500 years ago (BP), with a particular focus on the period of the rise and fall of state societies. Today’s genetic structure began to develop by 5,800 BP, followed by bi-directional gene flow between the North and South Highlands, and between the Highlands and Coast. We detect minimal admixture among neighboring groups between ∼2,000–500 BP, although we do detect cosmopolitanism (people of diverse ancestries living side-by-side) in the heartlands of the Tiwanaku and Inca polities. We also highlight cases of long-range mobility connecting the Andes to Argentina and the Northwest Andes to the Amazon Basin. Video Abstract","2020-05-28","2021-04-02 19:05:05","2021-08-10 18:54:12","","1131-1145.e21","","5","181","","","","","","","","","","","","","","","","","Norte Grande;Genética","","","https://www.sciencedirect.com/science/article/pii/S0092867420304773","population genetics; archaeology; Andes; ancient DNA; anthropology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5QIJGQ79","conferencePaper","2015","Pacheco, Aryel; Mora, Alice; Santana-Sagredo, Francisca; López-Barrales, Rocío; Niemeyer, Hermann M.; Retamal, Rodrigo; Smith, Colin","Análisis isotópicos y paleopatología: modelo de integración para el estudio de la tuberculosis prehispánica en el Norte de Chile","XX Congreso Nacional de Arqueología Chilena","","","","https://scha.cl/wp-content/uploads/2019/12/2015%20XX%20CONCEPCION.pdf","","2015","2021-04-02 19:05:08","2021-05-16 03:39:23","","","","","","","","","","","","","","Concepción, Chile","","","","","","","","Norte Grande;Bioarqueología,Isótopos","","","","paleopatología; isótopos estables; tuberculosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VN2FCIE7","bookSection","2014","Pacheco, Aryel; Retamal, Rodrigo","Violencia y conflicto en el Intermedio Tardío trapaqueño de Chile, reflexiones a partir de indicadores osteológicos y arqueológicos","Indicadores osteologicos de violencia, guerra y conflicto en Sudamérica","","","","https://www.researchgate.net/publication/267916748_Violencia_y_conflicto_en_el_Intermedio_Tardio_tarapaqueno_reflexiones_a_partir_de_indicadores_osteologicos_y_arqueologicos","","2014","2021-04-02 19:05:08","2021-04-13 03:27:02","","","","","","","","","Biblioteca Plural","","","","Ediciones Universitarias","Uruguay","","","","","","","","Norte Grande;Bioarqueología","","","","Chile; violencia; período Intermedio Tardío; conflicto; traumas óseos","","López Mazz, José; Berón, Mónica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAWBCDXB","bookSection","2015","Pacheco, Aryel; Retamal, Rodrigo; Méndez-Quirós, Pablo","Violence in northern Chile during the Late Intermediate Period (1000-1450 CE) revisited utilising three archaeological indicators","Beyond War: Archaeological Approaches to Violence","","","","https://www.researchgate.net/publication/312021239_Violence_in_northern_Chile_during_the_Late_Intermediate_Period_1000-1450_CE_revisited_utilising_three_archaeological_indicators","","2015","2021-04-02 19:05:08","2021-04-13 03:27:19","","","","","","","","","","","","","Cambridge Scholars Publishing","Cambridge","","","","","","","","Norte Grande;Bioarqueología","","","","violence; Late Intermediate Period","","García-Piquer, Albert; Vila-Mitjà, Assumpció","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTFP647H","thesis","2020","Pfaff, Marcela","Modificación craneana intencional y patrones dietarios en Pica 8: evaluando diferencias intragrupales en el Complejo Pica-Tarapacá durante el Período Intermedio Tardío (900-1450 DC), Región de Tarapacá, Chile","","","","","","","2020","2021-04-02 19:05:09","2021-04-13 03:27:54","","","89","","","","","","","","","","Memoria para optar al Título Profesional de Antropóloga Física, Universidad de Chile","Santiago","","","","","","","","Norte Grande;Bioarqueología","","","","isótopos estables; Pica-8; período Intermedio Tardío; modificación craneana intencional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLAB9XLC","conferencePaper","2006","Retamal, Rodrigo; Manríquez, Germán","Efectos de la deformación craneana intencional sobre la expresión del dimorfismo sexual en cráneos adultos: un análisis morfométrico geométrico","Actas del XVII Congreso de Arqueología Chilena","","","","https://scha.cl/wp-content/uploads/2019/02/ARQ_2006_tII.pdf","","2006","2021-04-02 19:05:12","2021-05-16 14:58:05","","801-811","","","2","","","","","","","","Sociedad Chilena de Arqueología, Universidad Austral de Chile","Valdivia","","","","","","","","Norte Grande;Bioarqueología,Morfometría","","","https://scha.cl/wp-content/uploads/2019/02/ARQ_2006_tII.pdf","morfometría geométrica; dimorfismo sexual; deformación craneana intencional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75UJMAXT","journalArticle","2006","Retamal, Rodrigo; Sáez, Arturo","Efectos de la Deformación Craneana Sobre el Dimorfismo Sexual en la Población Chilena Prehistórica","Il Quattrocento","","0718-4042","","https://www.researchgate.net/publication/264423533_EFECTOS_DE_LA_DEFORMACION_CRANEANA_SOBRE_EL_DIMORFISMO_SEXUAL_EN_LA_POBLACION_CHILENA_PREHISTORICA","","2006","2021-04-02 19:05:13","2021-05-16 14:58:00","","181-197","","","1","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología,Morfometría","","","","morfometría geométrica; dimorfismo sexual; apófisis mastoides; deformación craneana intencional; morfometría lineal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XSHZGCW4","journalArticle","1984","Rothhammer, Francisco; Cocilovo, José A.; Quevedo, Silvia G.","El Poblamiento temprano de Sudamérica","Chungara, Revista de Antropología Chilena","","","","http://www.chungara.cl/Vols/1984/Vol13/El_poblamiento_temprano_de_sudamerica.pdf","","1984","2021-04-02 19:05:15","2021-04-06 01:47:37","","99-108","","","13","","","","","","","","","","","","","","","","","Norte Grande,Norte Chico,Centro,Sur,Extremo Sur;Bioarqueología","","","","craneometría; poblamiento","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XM6IQ8IA","journalArticle","1985","Sanhueza, Julio A.","Poblaciones tardías en playa ""Los Verdes"", costa sur de Iquique, I Región-Chile","Chungara, Revista de Antropología Chilena","","","","http://www.chungara.cl/Vols/1985/Vol14/Poblaciones_tardias_en_la_playa.pdf","","1985","2021-04-02 19:05:16","2021-04-17 02:44:03","","45-60","","","14","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","http://www.chungara.cl/Vols/1985/Vol14/Poblaciones_tardias_en_la_playa.pdf","Iquique; Los Verdes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T4BY4A5E","journalArticle","1981","Sanhueza, Julio A.; Olmos, Olaf","Usamaya I, Cementerio indígena en Isluga, altiplano de Iquique, I Región, Chile","Chungara","","","","http://www.chungara.cl/Vols/1981/Vol8/Usamaya_I_cementerio_indigena_en_Isluga.pdf","","1981","2021-04-02 19:05:16","2021-04-12 02:39:37","","169-207","","","8","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","http://www.chungara.cl/Vols/1981/Vol8/Usamaya_I_cementerio_indigena_en_Isluga.pdf","cementerio; Usamaya I; Isluga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RTZPKA3","bookSection","2011","Santana-Sagredo, Francisca; Retamal, Rodrigo; Fuentes, Miguel","Modos De Vida y Condiciones de Salud en Rapa Nui Durante el Periodo De La Compañía Explotadora","La Compañía Explotadora de Isla de Pascua. Patrimonio, Memoria e Identidad en Rapa Nui.","956-7827-99-2","","","http://www.memoriachilena.gob.cl/archivos2/pdfs/MC0062395.pdf","","2011","2021-04-02 19:05:16","2021-04-06 02:17:15","","","","","","","","","","","","","Ediciones Escaparate","Concepción","","","","","","","","Rapa Nui;Bioarqueología","","","","enfermedad; salud; nutrición; Rapa Nui; Compañía Explotadora","","Cristino, Claudio; Fuentes, Miguel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFJMYGCB","thesis","1997","Varela, Héctor H.","La Poblacion Prehistorica de San Pedro de Atacama: Composicion, Estructura y Relaciones Biologicas","","","","","","","1997","2021-04-02 19:05:23","2021-04-06 01:46:15","","","","","","","","","","","","","Tesis Doctorado en Ciencias Biológicas, Facultad de Ciencias Exactas, Físico-Químicas y Naturales , UNRC, Córdoba","Río Cuarto, Argentina","","","","","","","","Norte Grande;Bioarqueología","","","","San Pedro de Atacama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZIACRHD","journalArticle","1994","Aufderheide, Arthur C.; Kelley, Marc A.; Rivera, Mario; Gray, Luz; Tieszen, Larry L.; Iversen, Elysha; Krouse, H.Roy; Carevic, Alvaro","Contributions of Chemical Dietary Reconstruction to the Assessment of Adaptation by Ancient Highland Immigrants (Alto Ramirez) to Coastal Conditions at Pisagua, North Chile","Journal of Archaeological Science","","03054403","10.1006/jasc.1994.1051","https://linkinghub.elsevier.com/retrieve/pii/S030544038471051X","","1994-07","2021-04-02 22:14:40","2021-04-13 02:52:03","2021-04-02 22:14:40","515-524","","4","21","","Journal of Archaeological Science","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología","","","","Alto Ramirez; Pisagua; ancient highland immigrants; chemical dietary reconstruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6SN3IB8","journalArticle","2007","Clark, Jamie L.; Dobson, S. D.; Antón, S. C.; Hawks, John; Hunley, Keith L.; Wolpoff, Milford H.","Identifying artificially deformed crania","International Journal of Osteoarchaeology","","1047482X, 10991212","10.1002/oa.910","http://doi.wiley.com/10.1002/oa.910","","2007-11","2021-04-02 19:04:54","2021-04-04 01:07:05","2021-04-02 22:51:02","596-607","","6","17","","Int. J. Osteoarchaeol.","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología","","C:\Users\yo\Zotero\storage\JQF9I5W3\Clark et al. - 2007 - Identifying artificially deformed crania.pdf; ","https://onlinelibrary.wiley.com/doi/abs/10.1002/oa.910","artificial cranial deformation; discriminant function analysis; Guthe collection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3SP5CWA","journalArticle","1999","Cocilovo, José A.; Quevedo, Silvia G.; Varela, Héctor H.; Valdano, Silvia; Castro, Mario","Biología del grupo prehistórico de Pisagua, costa norte de Chile","Estudios Atacameños","","0716-0925","","https://www.jstor.org/stable/25674737","En la costa norte de Chile y en las proximidades de la actual localidad de Pisagua, vivió un grupo prehistórico de pescadores desde el 300 AC hasta el 1.450 DC. Sus restos, actualmente conservados en el Museo Nacional de Historia Natural (Santiago Chile), fueron exhumados por Max Uhle en 1913 en cuatro cementerios correspondientes a tres etapas del desarrollo agroalfarero del Norte de Chile (Formativo, Tiwanaku y Desarrollo Regional). El objetivo del presente trabajo es el estudio de la estructura de la población a partir del análisis de la distribución de rasgos fenotípicos. Bajo el supuesto de distribución al azar de efectos no genéticos, dicha estructura refleja cambios genéticos que dependen de la acción de factores microevolutivos asociados con eventos históricos producidos a nivel regional y local. Se relevó un conjunto de rasgos morfológicos (atributos y variables continuas) en un total de 120 individuos y se analizó la distribución de estos rasgos de acuerdo con el sexo, la edad, la deformación artificial y el cementerio de origen, aplicando técnicas de análisis estadístico uni y multivariadas. Esta información es completada con observaciones sobre la incidencia de algunas patologías, el estado de la dentición y las características del perfil demográfico. Se establecen sus relaciones biológicas con otros grupos próximos del Norte de Chile y se realizan inferencias sobre el origen probable de la población local. On the northern coast of Chile and near of what is today the city of Pisagua, a group of prehistoric fishermen lived from 300 AC to 1450 DC. Their remains, now preserved at the National Museum of Natural History, were exhumed by Max Uhle in 1913 in four burial sites corresponding to three stages of the agriculturist development of Northern Chile. The aim of the present work is the study of the population structure from the analysis of the phenotypic traits distribution. On the assumption of random distribution of non genetic effects, such structure reflects genetic changes which depend on the activity of microevolutionary factors associated with historical events which took place at a local and regional level. The achievement of the aims required the acquisition of the set of morphological traits (attributes and continuous variables) in 120 individuals. The study of the local biology was carried out through the analysis of the distribution of such features in relations to sex, age, artificial deformation and source cemetery. Uni and multivariate techniques were applied. This was completed with observation on the incidence of certain pathologies and dentition state, and characteristics of the demographic profile. Its biological relations with other nearly groups in northern Chile are established, and inferences are realized about local population origin.","1999","2021-04-03 00:23:02","2021-08-10 18:06:53","2021-04-03 00:23:02","207-235","","17","","","","","","","","","","","","","","","","JSTOR","","Norte Grande;Bioarqueología,Morfometría","","","","Pisagua","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQ2HFJEV","journalArticle","2021","Flores‐Alvarado, Sandra; Orellana‐Soto, Michael; Moraga, Mauricio","Ancestry and admixture of a southernmost Chilean population: The reflection of a migratory history","American Journal of Human Biology","","1042-0533, 1520-6300","10.1002/ajhb.23598","https://onlinelibrary.wiley.com/doi/10.1002/ajhb.23598","","2021-03-24","2021-04-03 19:33:51","2021-04-13 03:03:52","2021-04-03 19:33:51","","","","","","Am J Hum Biol","Ancestry and admixture of a southernmost Chilean population","","","","","","","en","","","","","DOI.org (Crossref)","","Extremo Sur,Sur;Genética","","","","admixture; ancestry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9GU7Z22","journalArticle","1998","Cocilovo, José A.; Varela, Héctor H.","Variación morfológica, estructura canónica y bioensayo de parentesco en poblaciones prehistóricas del norte de Chile","Chungará (Arica)","","0717-7356","10.4067/S0717-73561998000100006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73561998000100006&lng=en&nrm=iso&tlng=en","","1998-06","2021-04-02 19:04:55","2021-05-16 15:05:32","2021-04-04 00:43:51","","","1","30","","Chungará (Arica)","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología,Morfometría","","C:\Users\yo\Zotero\storage\6E7A4X6Q\Cocilovo and Várela - 1998 - VARIACIÓN MORFOLÓGICA, ESTRUCTURA CANÓNICA Y BIOEN.pdf","","microevolución; antropología; parentesco; Azapa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
